Marca,Modello,Anno,Tipo,KIT-W-Kit,FLUSHBAR Argento ,"FLUSHBAR MIX Argento 
W-Flush",THRUBAR Argento W-Through,RAILBAR Argento W-RailBar,RAILBAR MIX Argento W-RailBarMix,FLUSHBAR Nere WB-Flush,FLUSHBAR MIX Nere WB-FlushMix,THRUBAR Nere WB-Through,RAILBAR Nere WB-RailBar,RAILBAR MIX nere WB-RailBarMix ,Descrizione tetto
Toyota,Land Cruiser 5p - fixpoint,12/02>10/09,Punti fissi,YK331W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto fixpoint
Toyota,Land Cruiser 5p - railing,12/02>10/09,Barre lungitudinali,YK328W,,,Y8050189,Y8050204,,,,Y8050229,Y8050241,,railing standard
Toyota,Land Cruiser 5p - railing,11/09>,Barre lungitudinali,YK328W,,,Y8050189,Y8050204,,,,Y8050229,Y8050241,,railing standard
Toyota,Land Cruiser V8 - fixpoint,03/08>01/12,Punti fissi,YK331W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto fixpoint
Toyota,Land Cruiser V8 - railing,03/08>01/12,Barre lungitudinali,YK328W,,,Y8050189,Y8050206,,,,Y8050229,Y8050243,,railing standard
Toyota,Prius 5p,03/04>06/09,Tetto nudo,YK404W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Toyota,Prius 5p,07/09>02/16,Tetto nudo,YK458W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Toyota,Prius 5p,03/16>,Tetto nudo,YK1014W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Toyota,Prius Plug-in 5p,11/17>,Tetto nudo,YK1077W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Toyota,Prius+,07/12>,Tetto nudo,YK848W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Toyota,Rav4,02/06>02/13,Tetto nudo,YK183W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Toyota,Rav4 - railing,02/06>02/13,Barre lungitudinali,YK328W,,,Y8050188,Y8050204,,,,Y8050228,Y8050241,,railing standard
Toyota,Rav4 - fix-point,03/13>02/19,Punti fissi,YK716W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto fix/standard
Toyota,Rav4 - railing,03/13>02/19,Barre lungitudinali,YK328W,,Y8050196,Y8050189,,Y8050210,,Y8050235,Y8050229,,Y8050247,railing standard
Toyota,Rav4 - profilo,03/19>,Profili integrati,YK1143W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Toyota,Rav4 3p - fixpoint,10/00>01/06,Punti fissi,YK331W,Y8050180,,Y8050187,,,Y8050220,,Y8050227,,,tetto fixpoint
Toyota,Rav4 5p - fixpoint,10/00>01/06,Punti fissi,YK331W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto fixpoint
Toyota,Rav4 5p - railing,10/00>01/06,Barre lungitudinali,YK328W,,,Y8050188,Y8050203,,,,Y8050228,Y8050240,,railing standard
Toyota,Urban Cruiser,05/09>09/14,Tetto nudo,YK511W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Toyota,Verso,06/09>02/18,Tetto nudo,YK510W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,tetto standard
Toyota,Verso - railing,06/09>02/18,Barre lungitudinali,YK328W,,Y8050196,Y8050188,,Y8050210,,Y8050235,Y8050228,,Y8050247,railing standard
Toyota,Verso-S,03/11>06/15,Tetto nudo,YK973W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Toyota,Yaris 5p,04/99>12/05,Tetto nudo,YK126W,Y8050177,,Y8050187,,,,,Y8050227,,,tetto standard
Toyota,Yaris 5p,01/06>09/11,Tetto nudo,YK182W,Y8050178,,Y8050187,,,Y8050218,,Y8050227,,,tetto standard
Toyota,Yaris 5p (no tetto vetro),10/11>,Tetto nudo,YK762W,,Y8050193,Y8050187,,,,Y8050232,Y8050227,,,tetto standard
Volkswagen,Amarok 4p - fixpoint,04/11>,Punti fissi,YK585W,Y8050183,,Y8050189,,,Y8050223,,Y8050229,,,tetto fixpoint
Volkswagen,Arteon 4p,06/17>,Tetto nudo,YK1095W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto standard
Volkswagen,Bora 4p - fixpoint,10/97>02/06,Punti fissi,YK310W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,tetto fixpoint
Volkswagen,Caddy (van) - fixpoint,03/04>,Punti fissi,YK440W,Y8050179,,Y8050189,,,Y8050219,,Y8050229,,,tetto fixpoint
Volkswagen,Caddy (van) - railing,09/15>,Barre lungitudinali,YK328W,,Y8050195,Y8050189,Y8050203,,,Y8050234,Y8050229,Y8050240,,railing standard
Volkswagen,Caddy Life 5p - fixpoint,01/04>08/15,Punti fissi,YK440W,Y8050179,,Y8050189,,,Y8050219,,Y8050229,,,tetto fixpoint
Volkswagen,Caddy Life 5p - railing,09/15>,Barre lungitudinali,YK328W,,Y8050195,Y8050189,Y8050203,,,Y8050234,Y8050229,Y8050240,,railing standard
Volkswagen,Caddy Maxi - fixpoint,09/07>,Punti fissi,YK440W,Y8050179,,Y8050189,,,Y8050219,,Y8050229,,,tetto fixpoint
Volkswagen,Caddy Maxi - railing,09/07>03/15,Barre lungitudinali,YK328W,,Y8050195,Y8050189,Y8050203,,,Y8050234,Y8050229,Y8050240,,railing standard
Volkswagen,Caddy Maxi - railing,04/15>,Barre lungitudinali,YK328W,,Y8050195,Y8050189,Y8050203,,,Y8050234,Y8050229,Y8050240,,railing standard
Volkswagen,Caddy Maxi Life 5p - fixpoint,09/07>08/15,Punti fissi,YK440W,Y8050179,,Y8050189,,,Y8050219,,Y8050229,,,tetto fixpoint
Volkswagen,Caddy Maxi Life 5p - railing,09/15>,Barre lungitudinali,YK328W,,Y8050195,Y8050189,Y8050203,,,Y8050234,Y8050229,Y8050240,,railing standard
Volkswagen,Golf Plus - railing,03/09>07/14,Barre lungitudinali,YK328W,Y8050179,,Y8050187,,Y8050209,Y8050219,,Y8050227,,Y8050246,railing standard
Volkswagen,Golf V 3p,11/03>10/08,Tetto nudo,YK549W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Volkswagen,Golf V 5p,11/03>10/08,Tetto nudo,YK334W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Volkswagen,Golf V Variant - railing,05/07>09/09,Barre lungitudinali,YK328W,,,Y8050188,,Y8050209,,,Y8050228,,Y8050246,railing standard
Volkswagen,Golf VI 3p,11/08>10/12,Tetto nudo,YK549W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Volkswagen,Golf VI 5p,11/08>10/12,Tetto nudo,YK334W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Volkswagen,Golf VI Variant - railing,10/09>09/13,Barre lungitudinali,YK328W,,,Y8050188,,Y8050209,,,Y8050228,,Y8050246,railing standard
Volkswagen,Golf VII 3p,11/12>12/19,Tetto nudo,YK1017W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Volkswagen,Golf VII 5p,11/12>12/19,Tetto nudo,YK692W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Volkswagen,Golf VII Sportsvan - railing,05/14>08/18,Barre lungitudinali,YK328W,,Y8050194,Y8050188,,Y8050209,,Y8050233,Y8050228,,Y8050246,railing standard
Volkswagen,Golf VII Variant - railing,10/13>05/20,Barre lungitudinali,YK328W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,railing standard
Volkswagen,Jetta,09/05>01/11,Tetto nudo,YK408W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Volkswagen,Jetta,02/11>01/13,Tetto nudo,YK581W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Volkswagen,Multivan T5 - fixpoint,04/03>03/15,Punti fissi,YK999W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,tetto fixpoint
Volkswagen,Multivan T6 - profilo scanalato,08/15>12/19,Profili a T,YK450W,Y8050185,,Y8050190,,,Y8050225,,Y8050230,,,profilo scanalato
Volkswagen,Multivan T6.1 - profilo scanalato,01/20>,Profili a T,YK450W,Y8050185,,Y8050190,,,Y8050225,,Y8050230,,,profilo scanalato
Volkswagen,Passat 4p,10/96>02/05,Tetto nudo,YK470W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Volkswagen,Passat 4p,01/11>10/14,Tetto nudo,YK391W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Volkswagen,Passat 4p,12/14>,Tetto nudo,YK901W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Volkswagen,Passat Alltrack - railing,03/12>09/15,Barre lungitudinali,YK328W,,Y8050194,Y8050188,,Y8050209,,Y8050233,Y8050228,,Y8050246,railing standard
Volkswagen,Passat Alltrack - profilo,10/15>,Profili integrati,YK1000W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,profilo integrato
Volkswagen,Passat cc 4p,06/08>11/15,Tetto nudo,YK746W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Volkswagen,Passat Variant (no tettuccio) - railing,03/97>08/05,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Volkswagen,Passat Variant (solo tettuccio) - railing,03/97>08/05,Barre lungitudinali,YK328W,,,Y8050188,,,,,Y8050228,,,railing standard
Volkswagen,Passat Variant,09/05>12/10,Tetto nudo,YK391W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,tetto standard
Volkswagen,Passat Variant - railing,09/05>12/10,Barre lungitudinali,YK328W,,,Y8050188,,Y8050209,,,Y8050228,,Y8050246,railing standard
Volkswagen,Passat Variant - railing,01/11>10/14,Barre lungitudinali,YK328W,,Y8050194,Y8050188,,Y8050209,,Y8050233,Y8050228,,Y8050246,railing standard
Volkswagen,Passat Variant - railing,11/14>,Barre lungitudinali,YK328W,,Y8050194,Y8050188,,Y8050209,,Y8050233,Y8050228,,Y8050246,railing standard
Volkswagen,Passat Variant - profilo,11/14>,Profili integrati,YK1000W,,Y8050194,Y8050187,,,,Y8050233,Y8050227,,,profilo integrato
Volkswagen,Polo 3p,09/09>09/17,Tetto nudo,YK1016W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Volkswagen,Polo 5p,11/01>08/09,Tetto nudo,YK573W,Y8050179,,Y8050187,,,Y8050219,,Y8050227,,,tetto standard
Volkswagen,Polo 5p - railing,11/01>08/09,Barre lungitudinali,YK328W,,,Y8050187,Y8050202,,,,Y8050227,Y8050239,,railing standard
Volkswagen,Polo 5p,09/09>09/17,Tetto nudo,YK976W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Volkswagen,Polo 5p - railing,09/09>09/17,Barre lungitudinali,YK328W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,railing standard
Volkswagen,Polo 5p,10/17>,Tetto nudo,YK1096W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Volkswagen,Sharan - railing,10/10>,Barre lungitudinali,YK328W,,Y8050197,Y8050189,Y8050205,,,Y8050236,Y8050229,Y8050242,,railing standard
Volkswagen,T-Cross - railing,04/19>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,Y8050203,,,Y8050234,Y8050228,Y8050240,,railing standard
Volkswagen,T-Roc - railing,11/17>,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,railing standard
Volkswagen,Tiguan (no tettuccio) - railing,12/07>04/16,Barre lungitudinali,YK328W,,,Y8050188,,Y8050209,,,Y8050228,,Y8050246,railing standard
Volkswagen,Tiguan (solo tettuccio) - railing,12/07>04/16,Barre lungitudinali,YK328W,,,Y8050188,,,,,Y8050228,,,railing standard
Volkswagen,Tiguan - railing,05/16>,Barre lungitudinali,YK328W,,Y8050196,Y8050189,Y8050204,,,Y8050235,Y8050229,Y8050241,,railing standard
Volkswagen,Tiguan Allspace - railing,06/17>06/19,Barre lungitudinali,YK328W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,railing standard
Volkswagen,Touareg - railing,01/03>01/07,Barre lungitudinali,YK328W,,,Y8050188,Y8050202,,,,Y8050228,Y8050239,,railing standard
Volkswagen,Touareg - profilo scanalato,01/03>04/10,Profili a T,YK450W,Y8050179,,Y8050188,,,Y8050219,,Y8050228,,,profilo scanalato
Volkswagen,Touareg - railing,02/07>04/10,Barre lungitudinali,YK328W,Y8050180,,Y8050189,,,Y8050220,,Y8050229,,,railing standard
Volkswagen,Touareg - railing,05/10>06/18,Barre lungitudinali,YK328W,,Y8050196,Y8050189,,Y8050211,,Y8050235,Y8050229,,Y8050248,railing standard
Volkswagen,Touareg - profilo,07/18>,Profili integrati,YK1042W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,profilo integrato
Volkswagen,Touran - railing,05/03>07/10,Barre lungitudinali,YK328W,Y8050182,,Y8050189,,Y8050211,Y8050222,,Y8050229,,Y8050248,railing standard
Volkswagen,Touran - railing,08/10>08/15,Barre lungitudinali,YK328W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,railing standard
Volkswagen,Touran - railing,09/15>,Barre lungitudinali,YK328W,,Y8050197,Y8050189,,,,Y8050236,Y8050229,,,railing standard
Volkswagen,Transporter T5 (van) - fixpoint,04/03>03/15,Punti fissi,YK999W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,tetto fixpoint
Volkswagen,Transporter T6 (van) - fixpoint,04/15>12/19,Punti fissi,YK999W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,tetto fixpoint
Volkswagen,Transporter T6.1 (van) - fixpoint,01/20>,Punti fissi,YK999W,Y8050186,,Y8050190,,,Y8050226,,Y8050230,,,tetto fixpoint
Volkswagen,Up! 3p,01/12>,Tetto nudo,YK712W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,tetto standard
Volkswagen,Up! 5p,01/12>,Tetto nudo,YK720W,Y8050180,,Y8050188,,,Y8050220,,Y8050228,,,tetto standard
Volkswagen,Up! Cross 5p - railing,10/13>09/19,Barre lungitudinali,YK328W,Y8050180,,Y8050187,Y8050202,,Y8050220,,Y8050227,Y8050239,,railing standard
Volvo,S40,01/04>05/07,Tetto nudo,YK855W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto standard
Volvo,S60 - fixpoint,10/00>08/10,Punti fissi,YK501W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto fixpoint
Volvo,S60,09/10>10/18,Tetto nudo,YK802W,,Y8050196,Y8050189,,,,Y8050235,Y8050229,,,tetto standard
Volvo,S80,05/06>06/16,Tetto nudo,YK532W,Y8050182,,Y8050188,,,Y8050222,,Y8050228,,,tetto standard
Volvo,S90 4p,09/16>,Tetto nudo,YK1036W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,tetto standard
Volvo,V40,09/12>05/20,Tetto nudo,YK747W,,,Y8050188,,,,,Y8050228,,,tetto standard
Volvo,V40 Cross Country - railing,01/13>05/20,Barre lungitudinali,YK328W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,railing standard
Volvo,V40 Cross Country - profilo,01/13>05/20,Profili integrati,YK794W,,Y8050194,Y8050188,,,,Y8050233,Y8050228,,,profilo integrato
Volvo,V50 sw - railing,02/04>04/13,Barre lungitudinali,YK328W,,,Y8050188,,Y8050210,,,Y8050228,,Y8050247,railing standard
Volvo,V60,11/10>08/18,Tetto nudo,YK732W,,,Y8050188,,,,,Y8050228,,,tetto standard
Volvo,V60 - profilo,11/10>08/18,Profili integrati,YK794W,,Y8050195,Y8050189,,,,Y8050234,Y8050229,,,profilo integrato
Volvo,V60 - profilo,09/18>,Profili integrati,YK946W,,Y8050195,Y8050188,,,,Y8050234,Y8050228,,,profilo integrato
Volvo,V70 sw - railing,01/00>04/07,Barre lungitudinali,YK328W,,,Y8050188,,Y8050211,,,Y8050228,,Y8050248,railing standard
Volvo,V70 sw,05/07>09/16,Tetto nudo,YK792W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,tetto standard
Volvo,V70 sw - railing,05/07>09/16,Barre lungitudinali,YK328W,,,Y8050188,,Y8050210,,,Y8050228,,Y8050247,railing standard
Volvo,V90 Cross Country - profilo,09/16>,Profili integrati,YK946W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,profilo integrato
Volvo,V90 sw - profilo,09/16>,Profili integrati,YK946W,,Y8050196,Y8050188,,,,Y8050235,Y8050228,,,profilo integrato
Volvo,XC40 - profilo,10/17>,Profili integrati,YK946W,Y8050181,,Y8050188,,,Y8050221,,Y8050228,,,profilo integrato
Volvo,XC60 - profilo,11/08>04/17,Profili integrati,YK668W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,profilo integrato
Volvo,XC70 sw - railing,01/00>04/07,Barre lungitudinali,YK328W,,,Y8050188,Y8050204,,,,Y8050228,Y8050241,,railing standard
Volvo,XC70 sw - railing,05/07>04/13,Barre lungitudinali,YK328W,,,Y8050188,,Y8050210,,,Y8050228,,Y8050247,railing standard
Volvo,XC70 sw - railing,05/13>09/16,Barre lungitudinali,,,,,,Y8050210,,,,,Y8050247,railing standard
Volvo,XC90 - railing,09/02>06/15,Barre lungitudinali,YK328W,,Y8050195,Y8050188,,Y8050209,,Y8050234,Y8050228,,Y8050246,railing standard
Volvo,XC90 - railing,07/15>,Barre lungitudinali,YK328W,Y8050182,,Y8050189,,Y8050211,Y8050222,,Y8050229,,Y8050248,railing standard
Volvo,XC90 - profilo,07/15>,Profili integrati,YK946W,Y8050182,,Y8050189,,,Y8050222,,Y8050229,,,profilo integrato
