	Marca	Modello	Anno	Tipo	KIT-W-Kit	FLUSHBAR Argento 	"FLUSHBAR MIX Argento 
W-Flush"	THRUBAR Argento W-Through	RAILBAR Argento W-RailBar	RAILBAR MIX Argento W-RailBarMix	FLUSHBAR Nere WB-Flush	FLUSHBAR MIX Nere WB-FlushMix	THRUBAR Nere WB-Through	RAILBAR Nere WB-RailBar	RAILBAR MIX nere WB-RailBarMix 	Descrizione tetto
600	Porsche	Panamera - fixpoint	2009-2016	Punti fissi	YK396W		Y8050196	Y8050188				Y8050235	Y8050228			tetto fixpoint
601	Renault	Captur	2013-2019	Tetto nudo	YK725W		Y8050194	Y8050187				Y8050233	Y8050227			tetto standard
602	Renault	Clio III 3p - fixpoint	2005-2013	Punti fissi	YK525W	Y8050179		Y8050187			Y8050219		Y8050227			tetto fixpoint
603	Renault	Clio III 5p	2005-2013	Tetto nudo	YK820W		Y8050193	Y8050187				Y8050232	Y8050227			tetto standard
604	Renault	Clio III Sportour - railing	2008-2013	Barre lungitudinali	YK328W		Y8050195	Y8050188		Y8050210		Y8050234	Y8050228		Y8050247	railing standard
605	Renault	Clio IV 5p	2012-2019	Tetto nudo	YK718W		Y8050194	Y8050187				Y8050233	Y8050227			tetto standard
606	Renault	Clio IV Generation 5p	2019-2020	Tetto nudo	YK718W		Y8050194	Y8050187				Y8050233	Y8050227			tetto standard
607	Renault	Clio IV Sporter - railing	2013-2020	Barre lungitudinali	YK328W		Y8050194	Y8050187	Y8050202			Y8050233	Y8050227	Y8050239		railing standard
608	Renault	Espace (anche tetto vetro)	2015-	Tetto nudo	YK942W		Y8050198	Y8050190				Y8050237	Y8050230			tetto standard
609	Renault	Grand Scenic 7 posti - profilo	2016-	Profili integrati	YK1042W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
610	Renault	Kadjar - profilo	2015-	Profili integrati	YK941W		Y8050195	Y8050189				Y8050234	Y8050229			profilo integrato
611	Renault	Kangoo (van) (Maxi)  - fixpoint	2008-	Punti fissi	YK440W	Y8050182		Y8050188			Y8050222		Y8050228			tetto fixpoint
612	Renault	Kangoo 5p - fixpoint	2008-	Punti fissi	YK440W	Y8050182		Y8050188			Y8050222		Y8050228			tetto fixpoint
613	Renault	Koleos - railing	2008-2011	Barre lungitudinali	YK328W	Y8050182		Y8050189		Y8050211	Y8050222		Y8050229		Y8050248	railing standard
614	Renault	Laguna II Grandtour - railing	2001-2007	Barre lungitudinali	YK328W			Y8050188	Y8050202				Y8050228	Y8050239		railing standard
615	Renault	Laguna III Sportour - railing	2007-2016	Barre lungitudinali	YK328W	Y8050180		Y8050188	Y8050203		Y8050220		Y8050228	Y8050240		railing standard
616	Renault	Megane II 3p - fixpoint	2002-2008	Punti fissi	YK398W	Y8050180		Y8050187			Y8050220		Y8050227			tetto fixpoint
617	Renault	Megane II 5p - fixpoint	2002-2008	Punti fissi	YK398W	Y8050180		Y8050187			Y8050220		Y8050227			tetto fixpoint
618	Renault	Megane II Grandtour - railing	2003-2009	Barre lungitudinali	YK328W			Y8050188	Y8050203				Y8050228	Y8050240		railing standard
619	Renault	Megane III 5p	2008-2015	Tetto nudo	YK541W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
620	Renault	Megane III Sportour - railing	2009-2013	Barre lungitudinali	YK328W	Y8050180		Y8050188		Y8050209	Y8050220		Y8050228		Y8050246	railing standard
621	Renault	Megane IV Berlina 5p	2016-	Tetto nudo	YK1005W		Y8050196	Y8050188				Y8050235	Y8050228			tetto standard
622	Renault	Megane IV Sporter - profilo	2016-	Profili integrati	YK1042W		Y8050194	Y8050187				Y8050233	Y8050227			profilo integrato
623	Renault	Scenic 7 posti - railing	2013-2016	Barre lungitudinali	YK328W	Y8050181		Y8050188	Y8050204		Y8050221		Y8050228	Y8050241		railing standard
624	Renault	Scenic X-Mod 5 posti - railing	2013-2016	Barre lungitudinali	YK328W		Y8050195	Y8050188	Y8050204			Y8050234	Y8050228	Y8050241		railing standard
625	Renault	Talisman 4p	2016-	Tetto nudo	YK1006W	Y8050182		Y8050189			Y8050222		Y8050229			tetto standard
626	Renault	Talisman Sporter - profilo	2016-	Profili integrati	YK1042W	Y8050180		Y8050188			Y8050220		Y8050228			profilo integrato
627	Renault	Trafic (van) - fixpoint	2006-2014	Punti fissi	YK723W			Y8050190					Y8050230			tetto fixpoint
628	Renault	Trafic (van) - fixpoint	2014-	Punti fissi	YK928W			Y8050190					Y8050230			tetto fixpoint
629	Renault	Twingo	2014-	Tetto nudo	YK866W		Y8050194	Y8050188				Y8050233	Y8050228			tetto standard
630	Rover / MG	ZT - railing	2001-2005	Barre lungitudinali	YK328W			Y8050188	Y8050202				Y8050228	Y8050239		railing standard
631	Saab	9-3 Sport Sedan 4p - fixpoint	2005-2012	Punti fissi	YK371W	Y8050181		Y8050188			Y8050221		Y8050228			tetto fixpoint
632	Saab	9-3 Sport Sedan 4p - railing	2005-2012	Barre lungitudinali	YK328W			Y8050188	Y8050203				Y8050228	Y8050240		railing standard
633	Saab	9-3 SportHatch - fixpoint	2002-2012	Punti fissi	YK371W	Y8050181		Y8050188			Y8050221		Y8050228			tetto fixpoint
634	Seat	Alhambra - railing	2000-2010	Barre lungitudinali	YK328W		Y8050196	Y8050188		Y8050211		Y8050235	Y8050228		Y8050248	railing standard
635	Seat	Alhambra - railing	2010-	Barre lungitudinali	YK328W		Y8050197	Y8050189	Y8050205			Y8050236	Y8050229	Y8050242		railing standard
636	Seat	Altea	2004-2014	Tetto nudo	YK788W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
637	Seat	Altea XL - profilo	2007-2015	Profili integrati	YK810W		Y8050194	Y8050188				Y8050233	Y8050228			profilo integrato
638	Seat	Arona - railing	2017-	Barre lungitudinali	YK328W		Y8050194	Y8050188				Y8050233	Y8050228			railing standard
639	Seat	Ateca - railing	2016-	Barre lungitudinali	YK328W		Y8050195	Y8050188				Y8050234	Y8050228			railing standard
640	Seat	Exeo 4p	2009-2012	Tetto nudo	YK377W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
641	Seat	Exeo ST - railing	2009-2012	Barre lungitudinali	YK328W			Y8050188		Y8050209			Y8050228		Y8050246	railing standard
642	Seat	Ibiza 5p	2008-2017	Tetto nudo	YK519W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
643	Seat	Ibiza 5p	2017-	Tetto nudo	YK1092W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
644	Seat	Ibiza ST - profilo	2010-2017	Profili integrati	YK810W		Y8050194	Y8050188				Y8050233	Y8050228			profilo integrato
645	Seat	Leon	2005-2012	Tetto nudo	YK512W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
646	Seat	Leon 5p	2013-	Tetto nudo	YK733W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
647	Seat	Leon ST - profilo	2014-2016	Profili integrati	YK810W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
648	Seat	Leon ST - profilo	2017-	Profili integrati	YK1000W		Y8050194	Y8050188				Y8050233	Y8050228			profilo integrato
649	Seat	Mii 3p	2012-2018	Tetto nudo	YK712W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
650	Seat	Mii 5p	2012-	Tetto nudo	YK720W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
651	Skoda	Citigo 3p	2012-2019	Tetto nudo	YK712W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
652	Skoda	Citigo 5p	2012-2019	Tetto nudo	YK720W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
653	Skoda	Fabia 5p - fixpoint	2000-2007	Punti fissi	YK568W		Y8050193	Y8050188				Y8050232	Y8050228			tetto fixpoint
654	Skoda	Fabia 5p	2007-2015	Tetto nudo	YK601W		Y8050194	Y8050187				Y8050233	Y8050227			tetto standard
655	Skoda	Fabia 5p	2015-2018	Tetto nudo	YK891W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
656	Skoda	Fabia 5p	2018-	Tetto nudo	YK891W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
657	Skoda	Fabia Wagon - railing	2008-2015	Barre lungitudinali	YK328W		Y8050195	Y8050188		Y8050210		Y8050234	Y8050228		Y8050247	railing standard
658	Skoda	Fabia Wagon (no tetto vetro)	2015-	Tetto nudo	YK1109W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
659	Skoda	Fabia Wagon - railing	2015-2018	Barre lungitudinali	YK328W		Y8050194	Y8050187				Y8050233	Y8050227			railing standard
660	Skoda	Fabia Wagon - railing	2018-	Barre lungitudinali	YK328W		Y8050194	Y8050188		Y8050209		Y8050233	Y8050228		Y8050246	railing standard
661	Skoda	Karoq - railing	2017-	Barre lungitudinali	YK328W		Y8050195	Y8050188				Y8050234	Y8050228			railing standard
662	Skoda	Kodiaq - railing	2017-	Barre lungitudinali	YK328W		Y8050195	Y8050188				Y8050234	Y8050228			railing standard
663	Skoda	Octavia 5p	2004-2013	Tetto nudo	YK381W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
664	Skoda	Octavia 5p	2013-	Tetto nudo	YK715W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
665	Skoda	Octavia Wagon - railing	2005-2013	Barre lungitudinali	YK328W			Y8050188	Y8050203				Y8050228	Y8050240		railing standard
666	Skoda	Octavia Wagon - railing	2013-	Barre lungitudinali	YK328W		Y8050195	Y8050188		Y8050209		Y8050234	Y8050228		Y8050246	railing standard
667	Skoda	Rapid Spaceback	2013-2019	Tetto nudo	YK938W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
668	Skoda	Roomster - railing	2006-2015	Barre lungitudinali	YK328W	Y8050179		Y8050187	Y8050202		Y8050219		Y8050227	Y8050239		railing standard
669	Skoda	Superb 4p	2008-2015	Tetto nudo	YK566W	Y8050182		Y8050188			Y8050222		Y8050228			tetto standard
670	Skoda	Superb Wagon - railing	2010-2015	Barre lungitudinali	YK328W		Y8050195	Y8050188	Y8050203			Y8050234	Y8050228	Y8050240		railing standard
671	Skoda	Superb Wagon	2015-	Tetto nudo	YK949W	Y8050181		Y8050189			Y8050221		Y8050229			tetto standard
672	Skoda	Superb Wagon - railing	2015-	Barre lungitudinali	YK328W		Y8050195	Y8050188				Y8050234	Y8050228			railing standard
673	Skoda	Yeti - railing	2009-2017	Barre lungitudinali	YK468W			Y8050188	Y8050204				Y8050228	Y8050241		railing standard
674	Ssangyong	Actyon	2006-2011	Tetto nudo	YK992W	Y8050182		Y8050189			Y8050222		Y8050229			tetto standard
675	Ssangyong	Korando	2011-2019	Tetto nudo	YK574W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
676	Ssangyong	Korando - railing	2011-2019	Barre lungitudinali	YK328W	Y8050181		Y8050188		Y8050210	Y8050221		Y8050228		Y8050247	railing standard
677	Ssangyong	Kyron - railing	2006-2011	Barre lungitudinali	YK328W			Y8050188					Y8050228			railing standard
678	Ssangyong	Rexton - railing	2002-2012	Barre lungitudinali	YK328W			Y8050188	Y8050202				Y8050228	Y8050239		railing standard
679	Ssangyong	Rexton - railing	2017-	Barre lungitudinali	YK328W	Y8050183		Y8050189	Y8050205		Y8050223		Y8050229	Y8050242		railing standard
680	Ssangyong	Rexton W - railing	2013-2018	Barre lungitudinali	YK328W		Y8050195	Y8050188		Y8050209		Y8050234	Y8050228		Y8050246	railing standard
681	Ssangyong	Rodius - railing	2013-2019	Barre lungitudinali						Y8050210					Y8050247	railing standard
682	Ssangyong	Tivoli - profilo	2015-	Profili integrati	YK957W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
683	Ssangyong	Tivoli - railing	2018-	Barre lungitudinali	YK328W	Y8050180		Y8050188			Y8050220		Y8050228			railing standard
684	Subaru	Forester - profilo	1997-2008	Profili integrati	YK325W	Y8050179		Y8050187			Y8050219		Y8050227			profilo integrato
685	Subaru	Forester	2008-2013	Tetto nudo	YK514W	Y8050182		Y8050188			Y8050222		Y8050228			tetto standard
686	Subaru	Forester - railing	2008-2013	Barre lungitudinali	YK328W			Y8050188	Y8050203				Y8050228	Y8050240		railing standard
687	Subaru	Forester - fixpoint	2013-2019	Punti fissi	YK368W	Y8050180		Y8050188			Y8050220		Y8050228			tetto fixpoint
688	Subaru	Forester - railing	2013-2019	Barre lungitudinali	YK328W		Y8050195	Y8050188		Y8050210		Y8050234	Y8050228		Y8050247	railing standard
689	Subaru	Forester - railing	2020-	Barre lungitudinali	YK328W		Y8050195	Y8050188		Y8050210		Y8050234	Y8050228		Y8050247	railing standard
690	Subaru	Impreza 5p	2007-2016	Tetto nudo	YK533W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
691	Subaru	Impreza 5p - fixpoint	2007-2016	Punti fissi	YK368W		Y8050196	Y8050188				Y8050235	Y8050228			tetto fixpoint
692	Subaru	Impreza 5p - fixpoint	2016-	Punti fissi	YK618W		Y8050196	Y8050188				Y8050235	Y8050228			tetto fixpoint
693	Subaru	Impreza Station Wagon - railing	2000-2007	Barre lungitudinali	YK328W			Y8050187		Y8050208			Y8050227		Y8050245	railing standard
694	Subaru	Legacy 4p	2003-2010	Tetto nudo	YK165W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
695	Subaru	Legacy 4p	2010-2013	Tetto nudo	YK467W	Y8050182		Y8050188			Y8050222		Y8050228			tetto standard
696	Subaru	Legacy Station Wagon - fixpoint	2003-2009	Punti fissi	YK325W		Y8050192	Y8050187				Y8050231	Y8050227			tetto fixpoint
697	Subaru	Legacy Station Wagon - fixpoint	2009-2013	Punti fissi	YK368W	Y8050181		Y8050188			Y8050221		Y8050228			tetto fixpoint
698	Subaru	Levorg sw - fixpoint	2015-	Punti fissi	YK618W		Y8050196	Y8050188				Y8050235	Y8050228			tetto fixpoint
699	Subaru	Outback - railing	2009-2015	Barre lungitudinali	YK328W	Y8050180		Y8050188	Y8050203		Y8050220		Y8050228	Y8050240		railing standard
700	Subaru	Outback - profilo	2009-2015	Profili integrati	YK325W	Y8050181		Y8050188			Y8050221		Y8050228			profilo integrato
701	Subaru	Outback - profilo	2015-	Profili integrati	YK325W	Y8050180		Y8050188			Y8050220		Y8050228			profilo integrato
702	Subaru	Trezia	2011-2013	Tetto nudo	YK973W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
703	Subaru	Tribeca - fixpoint	2006-2010	Punti fissi	YK500W	Y8050182		Y8050189			Y8050222		Y8050229			tetto fixpoint
704	Subaru	Tribeca - railing	2006-2010	Barre lungitudinali	YK328W			Y8050189	Y8050205				Y8050229	Y8050242		railing standard
705	Subaru	Xv - fixpoint	2012-2018	Punti fissi	YK368W		Y8050195	Y8050189				Y8050234	Y8050229			tetto fixpoint
706	Subaru	Xv - railing	2012-2018	Barre lungitudinali	YK328W		Y8050196	Y8050188		Y8050210		Y8050235	Y8050228		Y8050247	railing standard
707	Suzuki	Alto	2009-2015	Tetto nudo	YK432W		Y8050193	Y8050187				Y8050232	Y8050227			tetto standard
708	Suzuki	Baleno - fixpoint	2016-	Punti fissi	YK1039W		Y8050194	Y8050187				Y8050233	Y8050227			tetto fixpoint
709	Suzuki	Grand Vitara 3p - profilo	2005-2015	Profili integrati	YK388W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
710	Suzuki	Grand Vitara 5p - profilo	2005-2015	Profili integrati	YK388W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
711	Suzuki	Ignis	2017-	Tetto nudo	YK1056W		Y8050194	Y8050187				Y8050233	Y8050227			tetto standard
712	Suzuki	Ignis - railing	2017-	Barre lungitudinali	YK328W		Y8050193	Y8050187		Y8050208		Y8050232	Y8050227		Y8050245	railing standard
713	Suzuki	Ignis 5p	2003-2008	Tetto nudo	YK598W	Y8050180		Y8050187			Y8050220		Y8050227			tetto standard
714	Suzuki	Jimny - gocciolatoio	2018-	Grondina	YK324W	Y8050184		Y8050190			Y8050224		Y8050230			gocciolatoio
715	Suzuki	Kizashi 4p - fixpoint	2013-2014	Punti fissi	YK529W		Y8050196	Y8050188				Y8050235	Y8050228			tetto fixpoint
716	Suzuki	Liana 5p	2001-2007	Tetto nudo	YK623W	Y8050180		Y8050187			Y8050220		Y8050227			tetto standard
717	Suzuki	S-Cross - profilo	2013-	Profili integrati	YK864W	Y8050180		Y8050188			Y8050220		Y8050228			profilo integrato
718	Suzuki	Splash	2008-2015	Tetto nudo	YK619W	Y8050179		Y8050187			Y8050219		Y8050227			tetto standard
719	Suzuki	Swift 3p - fixpoint	2010-2017	Punti fissi	YK567W		Y8050194	Y8050188				Y8050233	Y8050228			tetto fixpoint
720	Suzuki	Swift 5p - fixpoint	2006-2010	Punti fissi	YK173W	Y8050178		Y8050187			Y8050218		Y8050227			tetto fixpoint
721	Suzuki	Swift 5p - fixpoint	2010-2017	Punti fissi	YK567W		Y8050194	Y8050188				Y8050233	Y8050228			tetto fixpoint
722	Suzuki	Swift 5p	2017-	Tetto nudo	YK1075W	Y8050179		Y8050187			Y8050219		Y8050227			tetto standard
723	Suzuki	SX4 - fixpoint	2006-2013	Punti fissi	YK331W	Y8050178		Y8050187			Y8050218		Y8050227			tetto fixpoint
724	Suzuki	SX4 - railing	2006-2013	Barre lungitudinali	YK328W	Y8050181		Y8050188	Y8050204		Y8050221		Y8050228	Y8050241		railing standard
725	Suzuki	Vitara 5p - profilo	2015-	Profili integrati	YK864W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
726	Suzuki	Wagon R+ - railing	1998-2003	Barre lungitudinali	YK328W			Y8050188	Y8050204				Y8050228	Y8050241		railing standard
727	Suzuki	Wagon R+ - railing	2003-2008	Barre lungitudinali	YK328W			Y8050187					Y8050227			railing standard
728	Tata	Indigo SW - railing	2004-2011	Barre lungitudinali	YK328W			Y8050188					Y8050228			railing standard
729	Tesla	Model S - fixpoint	2013-	Punti fissi	YK930W			Y8050189				Y8050309	Y8050229			tetto fixpoint
730	Toyota	Auris 5p	2007-2012	Tetto nudo	YK318W	Y8050179		Y8050188			Y8050219		Y8050228			tetto standard
731	Toyota	Auris 5p	2012-2019	Tetto nudo	YK679W	Y8050179		Y8050187			Y8050219		Y8050227			tetto standard
732	Toyota	Auris Touring Sports - profilo	2013-2019	Profili integrati	YK743W		Y8050193	Y8050187				Y8050232	Y8050227			profilo integrato
733	Toyota	Avensis 4p	2009-2019	Tetto nudo	YK524W	Y8050182		Y8050188			Y8050222		Y8050228			tetto standard
734	Toyota	Avensis Verso	2001-2008	Tetto nudo	YK389W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
735	Toyota	Avensis Verso - railing	2001-2008	Barre lungitudinali	YK328W			Y8050188	Y8050201				Y8050228	Y8050238		railing standard
736	Toyota	Avensis Wagon - railing	2003-2009	Barre lungitudinali	YK328W			Y8050188	Y8050202				Y8050228	Y8050239		railing standard
737	Toyota	Avensis Wagon - fixpoint	2009-2019	Punti fissi	YK460W	Y8050180		Y8050188			Y8050220		Y8050228			tetto fixpoint
738	Toyota	C-HR	2016-	Tetto nudo	YK1050W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
739	Toyota	Corolla 5p	2002-2007	Tetto nudo	YK144W	Y8050179		Y8050187			Y8050219		Y8050227			tetto standard
740	Toyota	Corolla sw	2002-2007	Tetto nudo	YK366W	Y8050179		Y8050187			Y8050219		Y8050227			tetto standard
741	Toyota	Corolla sw - railing	2002-2007	Barre lungitudinali	YK328W			Y8050187	Y8050202				Y8050227	Y8050239		railing standard
742	Toyota	Corolla Verso	2002-2004	Tetto nudo	YK146W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
743	Toyota	Land Cruiser 5p - fixpoint	2002-2009	Punti fissi	YK331W	Y8050181		Y8050188			Y8050221		Y8050228			tetto fixpoint
744	Toyota	Land Cruiser 5p - railing	2002-2009	Barre lungitudinali	YK328W			Y8050189	Y8050204				Y8050229	Y8050241		railing standard
745	Toyota	Land Cruiser 5p - railing	2009-	Barre lungitudinali	YK328W			Y8050189	Y8050204				Y8050229	Y8050241		railing standard
746	Toyota	Land Cruiser V8 - fixpoint	2008-2012	Punti fissi	YK331W	Y8050183		Y8050189			Y8050223		Y8050229			tetto fixpoint
747	Toyota	Land Cruiser V8 - railing	2008-2012	Barre lungitudinali	YK328W			Y8050189	Y8050206				Y8050229	Y8050243		railing standard
748	Toyota	Prius 5p	2004-2009	Tetto nudo	YK404W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
749	Toyota	Prius 5p	2009-2016	Tetto nudo	YK458W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
750	Toyota	Prius 5p	2016-	Tetto nudo	YK1014W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
751	Toyota	Prius Plug-in 5p	2017-	Tetto nudo	YK1077W		Y8050196	Y8050188				Y8050235	Y8050228			tetto standard
752	Toyota	Prius+	2012-	Tetto nudo	YK848W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
753	Toyota	Rav4	2006-2013	Tetto nudo	YK183W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
754	Toyota	Rav4 - railing	2006-2013	Barre lungitudinali	YK328W			Y8050188	Y8050204				Y8050228	Y8050241		railing standard
755	Toyota	Rav4 - fix-point	2013-2019	Punti fissi	YK716W		Y8050195	Y8050188				Y8050234	Y8050228			tetto fix/standard
756	Toyota	Rav4 - railing	2013-2019	Barre lungitudinali	YK328W		Y8050196	Y8050189		Y8050210		Y8050235	Y8050229		Y8050247	railing standard
757	Toyota	Rav4 - profilo	2019-	Profili integrati	YK1143W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
758	Toyota	Rav4 3p - fixpoint	2000-2006	Punti fissi	YK331W	Y8050180		Y8050187			Y8050220		Y8050227			tetto fixpoint
759	Toyota	Rav4 5p - fixpoint	2000-2006	Punti fissi	YK331W	Y8050180		Y8050188			Y8050220		Y8050228			tetto fixpoint
760	Toyota	Rav4 5p - railing	2000-2006	Barre lungitudinali	YK328W			Y8050188	Y8050203				Y8050228	Y8050240		railing standard
761	Toyota	Urban Cruiser	2009-2014	Tetto nudo	YK511W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
762	Toyota	Verso	2009-2018	Tetto nudo	YK510W		Y8050197	Y8050189				Y8050236	Y8050229			tetto standard
763	Toyota	Verso - railing	2009-2018	Barre lungitudinali	YK328W		Y8050196	Y8050188		Y8050210		Y8050235	Y8050228		Y8050247	railing standard
764	Toyota	Verso-S	2011-2015	Tetto nudo	YK973W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
765	Toyota	Yaris 5p	1999-2005	Tetto nudo	YK126W	Y8050177		Y8050187					Y8050227			tetto standard
766	Toyota	Yaris 5p	2006-2011	Tetto nudo	YK182W	Y8050178		Y8050187			Y8050218		Y8050227			tetto standard
767	Toyota	Yaris 5p (no tetto vetro)	2011-	Tetto nudo	YK762W		Y8050193	Y8050187				Y8050232	Y8050227			tetto standard
768	Volkswagen	Amarok 4p - fixpoint	2011-	Punti fissi	YK585W	Y8050183		Y8050189			Y8050223		Y8050229			tetto fixpoint
769	Volkswagen	Arteon 4p	2017-	Tetto nudo	YK1095W	Y8050182		Y8050188			Y8050222		Y8050228			tetto standard
770	Volkswagen	Bora 4p - fixpoint	1997-2006	Punti fissi	YK310W	Y8050179		Y8050188			Y8050219		Y8050228			tetto fixpoint
771	Volkswagen	Caddy (van) - fixpoint	2004-	Punti fissi	YK440W	Y8050179		Y8050189			Y8050219		Y8050229			tetto fixpoint
772	Volkswagen	Caddy (van) - railing	2015-	Barre lungitudinali	YK328W		Y8050195	Y8050189	Y8050203			Y8050234	Y8050229	Y8050240		railing standard
773	Volkswagen	Caddy Life 5p - fixpoint	2004-2015	Punti fissi	YK440W	Y8050179		Y8050189			Y8050219		Y8050229			tetto fixpoint
774	Volkswagen	Caddy Life 5p - railing	2015-	Barre lungitudinali	YK328W		Y8050195	Y8050189	Y8050203			Y8050234	Y8050229	Y8050240		railing standard
775	Volkswagen	Caddy Maxi - fixpoint	2007-	Punti fissi	YK440W	Y8050179		Y8050189			Y8050219		Y8050229			tetto fixpoint
776	Volkswagen	Caddy Maxi - railing	2007-2015	Barre lungitudinali	YK328W		Y8050195	Y8050189	Y8050203			Y8050234	Y8050229	Y8050240		railing standard
777	Volkswagen	Caddy Maxi - railing	2015-	Barre lungitudinali	YK328W		Y8050195	Y8050189	Y8050203			Y8050234	Y8050229	Y8050240		railing standard
778	Volkswagen	Caddy Maxi Life 5p - fixpoint	2007-2015	Punti fissi	YK440W	Y8050179		Y8050189			Y8050219		Y8050229			tetto fixpoint
779	Volkswagen	Caddy Maxi Life 5p - railing	2015-	Barre lungitudinali	YK328W		Y8050195	Y8050189	Y8050203			Y8050234	Y8050229	Y8050240		railing standard
780	Volkswagen	Golf Plus - railing	2009-2014	Barre lungitudinali	YK328W	Y8050179		Y8050187		Y8050209	Y8050219		Y8050227		Y8050246	railing standard
781	Volkswagen	Golf V 3p	2003-2008	Tetto nudo	YK549W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
782	Volkswagen	Golf V 5p	2003-2008	Tetto nudo	YK334W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
783	Volkswagen	Golf V Variant - railing	2007-2009	Barre lungitudinali	YK328W			Y8050188		Y8050209			Y8050228		Y8050246	railing standard
784	Volkswagen	Golf VI 3p	2008-2012	Tetto nudo	YK549W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
785	Volkswagen	Golf VI 5p	2008-2012	Tetto nudo	YK334W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
786	Volkswagen	Golf VI Variant - railing	2009-2013	Barre lungitudinali	YK328W			Y8050188		Y8050209			Y8050228		Y8050246	railing standard
787	Volkswagen	Golf VII 3p	2012-2019	Tetto nudo	YK1017W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
788	Volkswagen	Golf VII 5p	2012-2019	Tetto nudo	YK692W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
789	Volkswagen	Golf VII Sportsvan - railing	2014-2018	Barre lungitudinali	YK328W		Y8050194	Y8050188		Y8050209		Y8050233	Y8050228		Y8050246	railing standard
790	Volkswagen	Golf VII Variant - railing	2013-2020	Barre lungitudinali	YK328W		Y8050194	Y8050188				Y8050233	Y8050228			railing standard
791	Volkswagen	Jetta	2005-2011	Tetto nudo	YK408W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
792	Volkswagen	Jetta	2011-2013	Tetto nudo	YK581W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
793	Volkswagen	Multivan T5 - fixpoint	2003-2015	Punti fissi	YK999W	Y8050186		Y8050190			Y8050226		Y8050230			tetto fixpoint
794	Volkswagen	Multivan T6 - profilo scanalato	2015-2019	Profili a T	YK450W	Y8050185		Y8050190			Y8050225		Y8050230			profilo scanalato
795	Volkswagen	Multivan T6.1 - profilo scanalato	2020-	Profili a T	YK450W	Y8050185		Y8050190			Y8050225		Y8050230			profilo scanalato
796	Volkswagen	Passat 4p	1996-2005	Tetto nudo	YK470W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
797	Volkswagen	Passat 4p	2011-2014	Tetto nudo	YK391W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
798	Volkswagen	Passat 4p	2014-	Tetto nudo	YK901W		Y8050196	Y8050188				Y8050235	Y8050228			tetto standard
799	Volkswagen	Passat Alltrack - railing	2012-2015	Barre lungitudinali	YK328W		Y8050194	Y8050188		Y8050209		Y8050233	Y8050228		Y8050246	railing standard
800	Volkswagen	Passat Alltrack - profilo	2015-	Profili integrati	YK1000W		Y8050194	Y8050187				Y8050233	Y8050227			profilo integrato
